distance,consume,speed,temp_inside,temp_outside,gas_type,ac,rain,sun,km_total,consume_liter_total,price_per_travel
16.6,4.2,52,22.0,15,1,0,1,0,6359.1,0.6972000000000002,6.132
25.9,4.1,43,22.0,24,1,0,0,0,6385.0,1.0618999999999998,5.986
16.5,4.0,48,22.0,15,1,0,0,0,6401.5,0.66,5.84
22.1,3.9,29,22.0,26,1,0,0,0,6423.6,0.8619,5.694
16.6,3.7,49,22.0,17,0,0,0,0,6440.200000000001,0.6142000000000002,5.106
15.4,4.5,43,22.0,24,0,0,0,0,6455.6,0.693,6.209999999999999
16.5,3.9,43,22.0,17,0,0,0,0,6472.1,0.6435,5.382
15.4,5.1,21,22.0,24,0,0,0,0,6487.5,0.7854,7.037999999999999
18.4,4.2,59,22.0,24,0,0,0,0,6505.9,0.7728,5.795999999999999
39.5,4.2,58,22.0,25,0,0,0,0,6545.4,1.659,5.795999999999999
21.5,4.8,47,25.0,27,0,1,0,1,6566.9,1.032,6.624
4.8,4.7,26,25.0,18,0,0,0,0,6571.7,0.2256,6.486
100.9,4.7,87,23.5,22,0,0,0,0,6672.599999999999,4.7423,6.486
129.7,4.6,58,24.0,21,0,0,0,0,6802.299999999999,5.9662,6.347999999999999
16.6,3.8,43,21.5,16,0,0,0,0,6818.9,0.6308,5.244
15.4,4.2,50,21.5,21,0,0,0,0,6834.299999999999,0.6468,5.795999999999999
16.0,3.7,45,22.0,17,0,0,0,0,6850.299999999999,0.5920000000000001,5.106
16.0,4.2,41,22.0,15,0,0,0,0,6866.299999999999,0.672,5.795999999999999
15.4,4.1,45,22.0,24,0,0,0,0,6881.699999999999,0.6314,5.6579999999999995
16.0,4.0,43,22.0,16,0,0,0,0,6897.699999999999,0.64,5.52
21.0,3.8,37,22.0,21,0,0,0,0,6918.699999999999,0.7979999999999999,5.244
15.4,3.8,47,22.0,24,0,0,0,0,6934.0999999999985,0.5852,5.244
16.0,3.8,42,22.0,17,0,0,0,0,6950.0999999999985,0.608,5.244
16.1,5.1,30,25.0,16,0,1,1,0,6966.199999999999,0.8211,7.037999999999999
16.0,4.0,42,22.0,15,0,0,0,0,6982.199999999999,0.64,5.52
15.4,4.8,40,22.0,18,0,0,0,0,6997.5999999999985,0.7392000000000001,6.624
17.2,3.9,35,22.0,16,0,0,0,0,7014.799999999998,0.6708,5.382
16.6,4.6,50,22.0,25,0,0,0,0,7031.399999999999,0.7636000000000001,6.347999999999999
18.3,4.3,46,22.0,16,1,0,0,0,7049.699999999999,0.7868999999999999,6.278
16.1,4.8,36,22.0,18,1,0,1,0,7065.799999999999,0.7728,7.008
16.0,4.1,46,22.0,17,1,0,0,0,7081.799999999999,0.6559999999999999,5.986
16.3,4.0,35,22.0,23,1,0,0,0,7098.099999999999,0.652,5.84
16.0,3.7,44,22.0,16,1,0,0,0,7114.099999999999,0.5920000000000001,5.402
18.3,4.3,46,22.0,23,1,0,0,0,7132.4,0.7868999999999999,6.278
4.5,5.2,23,22.0,23,1,0,0,1,7136.9,0.234,7.592
17.0,4.2,48,22.0,16,1,0,0,0,7153.9,0.7140000000000001,6.132
6.1,5.0,35,24.5,18,1,0,0,0,7160.0,0.305,7.3
6.1,5.0,33,22.0,24,1,0,0,1,7166.1,0.305,7.3
17.3,4.2,36,22.0,22,1,0,0,0,7183.400000000001,0.7266,6.132
6.0,4.8,27,22.0,17,1,0,0,0,7189.400000000001,0.28800000000000003,7.008
16.0,4.1,45,22.0,15,1,0,0,0,7205.400000000001,0.6559999999999999,5.986
15.4,4.9,55,22.0,18,1,0,0,0,7220.8,0.7546,7.154
15.4,4.3,39,22.0,23,1,0,0,0,7236.2,0.6622,6.278
16.0,3.9,35,22.0,18,1,0,0,0,7252.2,0.624,5.694
15.4,4.5,52,22.0,26,1,0,0,0,7267.599999999999,0.693,6.57
16.6,4.1,48,25.5,30,1,1,0,1,7284.2,0.6806,5.986
15.4,5.0,48,25.5,31,1,1,0,0,7299.599999999999,0.77,7.3
16.0,4.0,43,22.0,21,1,1,0,0,7315.599999999999,0.64,5.84
15.4,4.5,42,22.0,30,1,0,0,0,7330.999999999999,0.693,6.57
16.0,3.6,43,22.0,19,1,0,0,0,7346.999999999999,0.5760000000000001,5.256
20.9,4.1,33,22.0,21,1,0,0,0,7367.899999999999,0.8568999999999999,5.986
32.1,3.9,47,22.0,26,1,0,0,0,7399.999999999999,1.2519,5.694
15.3,6.6,16,24.0,27,1,1,0,0,7415.299999999999,1.0098,9.636
28.5,4.0,44,25.0,23,1,1,0,0,7443.799999999999,1.1400000000000001,5.84
11.9,3.7,33,25.0,19,1,0,0,0,7455.699999999999,0.4403000000000001,5.402
14.5,4.3,36,25.0,22,1,0,0,0,7470.199999999999,0.6234999999999999,6.278
16.6,4.1,49,22.0,26,1,0,0,1,7486.799999999999,0.6806,5.986
16.2,4.4,39,24.5,17,1,1,0,0,7502.999999999999,0.7128,6.424
16.7,3.8,44,24.5,23,1,0,0,1,7519.699999999999,0.6345999999999999,5.548
8.3,5.0,52,24.5,27,1,0,0,0,7527.999999999999,0.41500000000000004,7.3
5.5,3.7,33,24.5,28,1,0,0,1,7533.499999999999,0.20350000000000001,5.402
13.6,3.7,33,24.5,28,1,0,0,1,7547.099999999999,0.5032000000000001,5.402
16.0,3.7,39,24.5,18,1,0,0,0,7563.099999999999,0.5920000000000001,5.402
16.1,4.3,38,25.0,31,1,1,0,0,7579.2,0.6923,6.278
16.0,3.8,45,25.0,19,1,0,0,0,7595.2,0.608,5.548
15.4,4.6,42,25.0,31,1,1,0,0,7610.599999999999,0.7084,6.715999999999999
14.7,5.0,25,25.0,30,1,1,0,0,7625.299999999999,0.735,7.3
