,distance,consume,speed,temp_inside,temp_outside,specials,gas_type,AC,rain,sun,refill liters,refill gas,km_absolute,Consume_ac,consume_ac
228,13.0,5.7,38,22.5,3.0,AC rain,SP98,1,1,0,0.0,0,4230.000000000002,1188.6999999999994,1188.6999999999994
229,11.8,4.8,42,22.5,2.0,0,SP98,0,0,0,0.0,0,4241.800000000002,1193.4999999999993,1193.4999999999993
230,13.0,6.2,32,22.5,4.0,0,SP98,0,0,0,0.0,0,4254.800000000002,1199.6999999999994,1199.6999999999994
231,11.8,5.0,43,22.5,1.0,0,SP98,0,0,0,0.0,0,4266.600000000002,1204.6999999999994,1204.6999999999994
232,27.1,5.0,69,22.5,8.0,0,SP98,0,0,0,0.0,0,4293.700000000003,1209.6999999999994,1209.6999999999994
233,5.2,4.6,38,22.5,8.0,0,SP98,0,0,0,0.0,0,4298.900000000002,1214.2999999999993,1214.2999999999993
234,19.0,4.5,29,22.5,10.0,0,E10,0,0,0,39.0,E10,4317.900000000002,1218.7999999999993,1218.7999999999993
235,12.4,4.8,38,22.5,1.0,0,E10,0,0,0,0.0,0,4330.300000000002,1223.5999999999992,1223.5999999999992
236,25.2,5.0,55,22.5,9.0,0,E10,0,0,0,0.0,0,4355.500000000002,1228.5999999999992,1228.5999999999992
237,14.3,4.8,36,22.5,10.0,0,E10,0,0,0,0.0,0,4369.800000000002,1233.3999999999992,1233.3999999999992
238,11.8,4.6,40,22.5,2.0,0,E10,0,0,0,0.0,0,4381.600000000002,1237.999999999999,1237.999999999999
239,16.9,4.5,48,22.5,9.0,sun,E10,0,0,1,0.0,0,4398.500000000002,1242.499999999999,1242.499999999999
240,12.4,4.6,55,22.5,11.0,sun,E10,0,0,1,0.0,0,4410.9000000000015,1247.099999999999,1247.099999999999
241,17.4,4.4,36,22.5,12.0,sun,E10,0,0,1,0.0,0,4428.300000000001,1251.499999999999,1251.499999999999
242,9.2,5.7,33,22.5,8.0,rain,E10,0,1,0,0.0,0,4437.500000000001,1257.1999999999991,1257.1999999999991
243,12.3,5.8,54,22.5,10.0,rain,E10,0,1,0,0.0,0,4449.800000000001,1262.999999999999,1262.999999999999
244,13.0,5.9,32,22.5,10.0,0,E10,0,0,0,0.0,0,4462.800000000001,1268.8999999999992,1268.8999999999992
245,11.8,6.1,16,22.5,6.0,rain,E10,0,1,0,0.0,0,4474.600000000001,1274.999999999999,1274.999999999999
246,13.0,5.7,37,22.5,11.0,rain,E10,0,1,0,0.0,0,4487.600000000001,1280.6999999999991,1280.6999999999991
247,12.3,5.0,42,22.5,10.0,0,E10,0,0,0,0.0,0,4499.9000000000015,1285.6999999999991,1285.6999999999991
248,12.3,5.2,57,22.5,15.0,sun,E10,0,0,1,0.0,0,4512.200000000002,1290.8999999999992,1290.8999999999992
249,12.5,4.3,57,22.5,16.0,sun,E10,0,0,1,0.0,0,4524.700000000002,1295.1999999999991,1295.1999999999991
250,31.5,4.1,30,22.5,16.0,sun,E10,0,0,1,0.0,0,4556.200000000002,1299.299999999999,1299.299999999999
251,11.8,4.4,42,22.5,8.0,0,E10,0,0,0,0.0,0,4568.000000000002,1303.6999999999991,1303.6999999999991
252,24.9,4.5,53,22.5,14.0,0,E10,0,0,0,0.0,0,4592.9000000000015,1308.1999999999991,1308.1999999999991
253,17.0,3.9,46,22.5,14.0,sun,E10,0,0,1,0.0,0,4609.9000000000015,1312.0999999999992,1312.0999999999992
254,2.0,8.1,20,22.5,14.0,0,E10,0,0,0,0.0,0,4611.9000000000015,1320.1999999999991,1320.1999999999991
255,11.8,4.4,33,22.5,8.0,0,E10,0,0,0,0.0,0,4623.700000000002,1324.5999999999992,1324.5999999999992
256,7.4,5.0,31,22.5,12.0,0,E10,0,0,0,0.0,0,4631.100000000001,1329.5999999999992,1329.5999999999992
257,12.4,4.7,55,22.5,14.0,sun,E10,0,0,1,0.0,0,4643.500000000001,1334.2999999999993,1334.2999999999993
258,2.0,6.0,22,22.5,14.0,0,E10,0,0,0,0.0,0,4645.500000000001,1340.2999999999993,1340.2999999999993
259,14.0,5.0,41,22.5,8.0,0,E10,0,0,0,0.0,0,4659.500000000001,1345.2999999999993,1345.2999999999993
260,25.7,5.0,45,22.5,7.0,0,E10,0,0,0,0.0,0,4685.200000000001,1350.2999999999993,1350.2999999999993
261,24.5,3.9,50,0.0,15.0,sun,E10,0,0,1,0.0,0,4709.700000000001,1354.1999999999994,1354.1999999999994
262,11.8,4.5,28,22.5,12.0,0,E10,0,0,0,0.0,0,4721.500000000001,1358.6999999999994,1358.6999999999994
263,4.1,5.4,24,22.5,13.0,0,E10,0,0,0,0.0,0,4725.600000000001,1364.0999999999995,1364.0999999999995
264,4.2,5.6,29,22.0,17.0,0,E10,0,0,0,0.0,0,4729.800000000001,1369.6999999999994,1369.6999999999994
265,4.2,3.9,29,22.0,18.0,sun,E10,0,0,1,0.0,0,4734.000000000001,1373.5999999999995,1373.5999999999995
266,16.0,4.0,40,22.0,10.0,0,E10,0,0,0,0.0,0,4750.000000000001,1377.5999999999995,1377.5999999999995
267,22.9,4.0,29,0.0,21.0,0,E10,0,0,0,0.0,0,4772.900000000001,1381.5999999999995,1381.5999999999995
268,16.0,3.8,42,0.0,8.0,0,E10,0,0,0,0.0,0,4788.900000000001,1385.3999999999994,1385.3999999999994
269,15.4,4.5,50,22.0,14.0,0,E10,0,0,0,0.0,0,4804.3,1389.8999999999994,1389.8999999999994
270,16.0,3.8,41,22.0,12.0,0,E10,0,0,0,0.0,0,4820.3,1393.6999999999994,1393.6999999999994
271,4.2,5.6,32,22.0,18.0,0,E10,0,0,0,0.0,0,4824.5,1399.2999999999993,1399.2999999999993
272,101.9,5.2,75,22.0,18.0,0,E10,0,0,0,0.0,0,4926.4,1404.4999999999993,1404.4999999999993
273,93.9,4.8,88,23.0,18.0,AC sun,E10,1,0,1,0.0,0,5020.299999999999,1409.2999999999993,1409.2999999999993
274,25.7,4.9,50,22.0,10.0,rain,SP98,0,1,0,41.0,SP98,5045.999999999999,1414.1999999999994,1414.1999999999994
275,16.0,4.1,40,22.0,10.0,0,SP98,0,0,0,0.0,0,5061.999999999999,1418.2999999999993,1418.2999999999993
276,16.1,4.5,32,22.0,19.0,0,SP98,0,0,0,0.0,0,5078.099999999999,1422.7999999999993,1422.7999999999993
277,16.0,4.4,40,22.0,7.0,AC rain,SP98,1,1,0,0.0,0,5094.099999999999,1427.1999999999994,1427.1999999999994
278,16.0,4.5,41,22.0,11.0,0,SP98,0,0,0,0.0,0,5110.099999999999,1431.6999999999994,1431.6999999999994
279,24.7,4.5,26,22.0,10.0,0,SP98,0,0,0,0.0,0,5134.799999999999,1436.1999999999994,1436.1999999999994
280,16.0,3.9,42,22.0,8.0,0,SP98,0,0,0,0.0,0,5150.799999999999,1440.0999999999995,1440.0999999999995
281,15.4,4.6,43,22.0,16.0,0,SP98,0,0,0,0.0,0,5166.199999999999,1444.6999999999994,1444.6999999999994
282,16.0,3.8,40,22.0,8.0,0,SP98,0,0,0,0.0,0,5182.199999999999,1448.4999999999993,1448.4999999999993
283,32.1,4.5,50,22.0,16.0,0,SP98,0,0,0,0.0,0,5214.299999999999,1452.9999999999993,1452.9999999999993
284,25.9,4.4,40,22.0,14.0,0,SP98,0,0,0,0.0,0,5240.199999999999,1457.3999999999994,1457.3999999999994
285,48.6,4.3,44,22.0,12.0,0,SP98,0,0,0,0.0,0,5288.799999999999,1461.6999999999994,1461.6999999999994
286,37.2,4.0,45,22.0,20.0,sun,SP98,0,0,1,0.0,0,5325.999999999999,1465.6999999999994,1465.6999999999994
287,28.8,3.9,35,22.0,15.0,sun,SP98,0,0,1,0.0,0,5354.799999999999,1469.5999999999995,1469.5999999999995
288,6.7,5.0,30,22.0,17.0,0,SP98,0,0,0,0.0,0,5361.499999999999,1474.5999999999995,1474.5999999999995
289,7.4,4.1,25,22.0,18.0,sun,SP98,0,0,1,0.0,0,5368.899999999999,1478.6999999999994,1478.6999999999994
290,17.3,4.1,22,22.0,25.0,sun,SP98,0,0,1,0.0,0,5386.199999999999,1482.7999999999993,1482.7999999999993
291,6.6,5.6,43,22.0,16.0,0,SP98,0,0,0,0.0,0,5392.799999999999,1488.3999999999992,1488.3999999999992
292,14.3,4.1,26,22.0,20.0,0,SP98,0,0,0,0.0,0,5407.099999999999,1492.499999999999,1492.499999999999
293,13.3,4.6,33,22.0,18.0,0,SP98,0,0,0,0.0,0,5420.4,1497.099999999999,1497.099999999999
294,8.3,4.9,26,22.0,23.0,0,SP98,0,0,0,0.0,0,5428.7,1501.999999999999,1501.999999999999
295,12.7,4.5,39,22.0,27.0,sun,SP98,0,0,1,0.0,0,5441.4,1506.499999999999,1506.499999999999
296,16.5,4.1,47,22.0,14.0,0,SP98,0,0,0,0.0,0,5457.9,1510.599999999999,1510.599999999999
297,20.6,4.1,38,22.0,21.0,0,SP98,0,0,0,0.0,0,5478.5,1514.699999999999,1514.699999999999
298,16.3,4.5,58,22.0,16.0,0,SP98,0,0,0,0.0,0,5494.8,1519.199999999999,1519.199999999999
299,18.7,4.2,65,25.0,18.0,sun ac,SP98,1,0,1,0.0,0,5513.5,1523.399999999999,1523.399999999999
300,36.5,3.9,54,23.0,18.0,sun,SP98,0,0,1,0.0,0,5550.0,1527.299999999999,1527.299999999999
301,19.0,5.0,35,22.0,15.0,sun ac,SP98,1,0,1,0.0,0,5569.0,1532.299999999999,1532.299999999999
302,16.6,4.4,46,22.0,5.0,ac,SP98,1,0,0,0.0,0,5585.6,1536.6999999999991,1536.6999999999991
303,29.9,4.5,32,22.0,18.0,ac,SP98,1,0,0,0.0,0,5615.5,1541.1999999999991,1541.1999999999991
304,16.0,3.8,42,22.0,11.0,0,SP98,0,0,0,0.0,0,5631.5,1544.999999999999,1544.999999999999
305,21.1,5.1,33,22.0,10.0,rain,SP98,0,1,0,0.0,0,5652.6,1550.099999999999,1550.099999999999
306,16.0,3.9,40,22.0,10.0,0,SP98,0,0,0,0.0,0,5668.6,1553.999999999999,1553.999999999999
307,11.9,5.3,34,22.0,13.0,0,SP98,0,0,0,0.0,0,5680.5,1559.299999999999,1559.299999999999
308,10.1,4.2,35,22.0,16.0,0,SP98,0,0,0,0.0,0,5690.6,1563.499999999999,1563.499999999999
309,31.9,4.3,33,22.0,16.0,0,SP98,0,0,0,0.0,0,5722.5,1567.799999999999,1567.799999999999
310,18.7,4.0,60,22.0,13.0,0,SP98,0,0,0,0.0,0,5741.2,1571.799999999999,1571.799999999999
311,10.8,4.7,48,22.0,17.0,sun,SP98,0,0,1,0.0,0,5752.0,1576.499999999999,1576.499999999999
312,19.8,4.0,56,22.0,17.0,sun,SP98,0,0,1,0.0,0,5771.8,1580.499999999999,1580.499999999999
313,11.3,4.3,38,22.0,17.0,0,SP98,0,0,0,37.0,SP98,5783.1,1584.799999999999,1584.799999999999
314,11.5,5.3,53,22.0,15.0,0,SP98,0,0,0,0.0,0,5794.6,1590.099999999999,1590.099999999999
315,21.4,5.2,51,22.0,13.0,0,SP98,0,0,0,0.0,0,5816.0,1595.299999999999,1595.299999999999
316,32.0,4.9,53,22.0,15.0,0,SP98,0,0,0,0.0,0,5848.0,1600.1999999999991,1600.1999999999991
317,41.9,4.7,53,22.0,14.0,0,SP98,0,0,0,0.0,0,5889.9,1604.8999999999992,1604.8999999999992
318,211.0,4.6,80,22.0,20.0,0,SP98,0,0,0,0.0,0,6100.9,1609.499999999999,1609.499999999999
319,216.1,5.3,90,22.0,21.0,sun,SP98,0,0,1,0.0,0,6317.0,1614.799999999999,1614.799999999999
320,25.5,3.6,27,22.0,27.0,sun,SP98,0,0,1,0.0,0,6342.5,1618.399999999999,1618.399999999999
321,16.6,4.2,52,22.0,15.0,rain,SP98,0,1,0,0.0,0,6359.1,1622.599999999999,1622.599999999999
322,25.9,4.1,43,22.0,24.0,0,SP98,0,0,0,0.0,0,6385.0,1626.699999999999,1626.699999999999
323,16.5,4.0,48,22.0,15.0,0,SP98,0,0,0,0.0,0,6401.5,1630.699999999999,1630.699999999999
324,22.1,3.9,29,22.0,26.0,0,SP98,0,0,0,0.0,0,6423.6,1634.599999999999,1634.599999999999
325,16.6,3.7,49,22.0,17.0,0,E10,0,0,0,37.7,E10,6440.200000000001,1638.299999999999,1638.299999999999
326,15.4,4.5,43,22.0,24.0,0,E10,0,0,0,0.0,0,6455.6,1642.799999999999,1642.799999999999
327,16.5,3.9,43,22.0,17.0,0,E10,0,0,0,0.0,0,6472.1,1646.6999999999991,1646.6999999999991
328,15.4,5.1,21,22.0,24.0,0,E10,0,0,0,0.0,0,6487.5,1651.799999999999,1651.799999999999
329,18.4,4.2,59,22.0,24.0,0,E10,0,0,0,0.0,0,6505.9,1655.999999999999,1655.999999999999
330,39.5,4.2,58,22.0,25.0,0,E10,0,0,0,0.0,0,6545.4,1660.1999999999991,1660.1999999999991
331,21.5,4.8,47,25.0,27.0,AC Sun,E10,1,0,1,0.0,0,6566.9,1664.999999999999,1664.999999999999
332,4.8,4.7,26,25.0,18.0,0,E10,0,0,0,0.0,0,6571.7,1669.6999999999991,1669.6999999999991
333,100.9,4.7,87,23.5,22.0,0,E10,0,0,0,0.0,0,6672.599999999999,1674.3999999999992,1674.3999999999992
334,129.7,4.6,58,24.0,21.0,ac,E10,0,0,0,0.0,0,6802.299999999999,1678.999999999999,1678.999999999999
335,16.6,3.8,43,21.5,16.0,0,E10,0,0,0,0.0,0,6818.9,1682.799999999999,1682.799999999999
336,15.4,4.2,50,21.5,21.0,0,E10,0,0,0,0.0,0,6834.299999999999,1686.999999999999,1686.999999999999
337,16.0,3.7,45,22.0,17.0,0,E10,0,0,0,0.0,0,6850.299999999999,1690.6999999999991,1690.6999999999991
338,16.0,4.2,41,22.0,15.0,0,E10,0,0,0,0.0,0,6866.299999999999,1694.8999999999992,1694.8999999999992
339,15.4,4.1,45,22.0,24.0,0,E10,0,0,0,0.0,0,6881.699999999999,1698.999999999999,1698.999999999999
340,16.0,4.0,43,22.0,16.0,0,E10,0,0,0,0.0,0,6897.699999999999,1702.999999999999,1702.999999999999
341,21.0,3.8,37,22.0,21.0,0,E10,0,0,0,0.0,0,6918.699999999999,1706.799999999999,1706.799999999999
342,15.4,3.8,47,22.0,24.0,0,E10,0,0,0,0.0,0,6934.0999999999985,1710.599999999999,1710.599999999999
343,16.0,3.8,42,22.0,17.0,0,E10,0,0,0,0.0,0,6950.0999999999985,1714.399999999999,1714.399999999999
344,16.1,5.1,30,25.0,16.0,ac rain,E10,1,1,0,0.0,0,6966.199999999999,1719.4999999999989,1719.4999999999989
345,16.0,4.0,42,22.0,15.0,0,E10,0,0,0,0.0,0,6982.199999999999,1723.4999999999989,1723.4999999999989
346,15.4,4.8,40,22.0,18.0,0,E10,0,0,0,0.0,0,6997.5999999999985,1728.2999999999988,1728.2999999999988
347,17.2,3.9,35,22.0,16.0,0,E10,0,0,0,0.0,0,7014.799999999998,1732.199999999999,1732.199999999999
348,16.6,4.6,50,22.0,25.0,0,E10,0,0,0,0.0,0,7031.399999999999,1736.7999999999988,1736.7999999999988
349,18.3,4.3,46,22.0,16.0,0,SP98,0,0,0,37.2,SP98,7049.699999999999,1741.0999999999988,1741.0999999999988
350,16.1,4.8,36,22.0,18.0,rain,SP98,0,1,0,0.0,0,7065.799999999999,1745.8999999999987,1745.8999999999987
351,16.0,4.1,46,22.0,17.0,0,SP98,0,0,0,0.0,0,7081.799999999999,1749.9999999999986,1749.9999999999986
352,16.3,4.0,35,22.0,23.0,0,SP98,0,0,0,0.0,0,7098.099999999999,1753.9999999999986,1753.9999999999986
353,16.0,3.7,44,22.0,16.0,0,SP98,0,0,0,0.0,0,7114.099999999999,1757.6999999999987,1757.6999999999987
354,18.3,4.3,46,22.0,23.0,0,SP98,0,0,0,0.0,0,7132.4,1761.9999999999986,1761.9999999999986
355,4.5,5.2,23,22.0,23.0,sun,SP98,0,0,1,0.0,0,7136.9,1767.1999999999987,1767.1999999999987
356,17.0,4.2,48,22.0,16.0,0,SP98,0,0,0,0.0,0,7153.9,1771.3999999999987,1771.3999999999987
357,6.1,5.0,35,24.5,18.0,0,SP98,0,0,0,0.0,0,7160.0,1776.3999999999987,1776.3999999999987
358,6.1,5.0,33,22.0,24.0,sun,SP98,0,0,1,0.0,0,7166.1,1781.3999999999987,1781.3999999999987
359,17.3,4.2,36,22.0,22.0,0,SP98,0,0,0,0.0,0,7183.400000000001,1785.5999999999988,1785.5999999999988
360,6.0,4.8,27,22.0,17.0,0,SP98,0,0,0,0.0,0,7189.400000000001,1790.3999999999987,1790.3999999999987
361,16.0,4.1,45,22.0,15.0,0,SP98,0,0,0,0.0,0,7205.400000000001,1794.4999999999986,1794.4999999999986
362,15.4,4.9,55,22.0,18.0,0,SP98,0,0,0,0.0,0,7220.8,1799.3999999999987,1799.3999999999987
363,15.4,4.3,39,22.0,23.0,0,SP98,0,0,0,0.0,0,7236.2,1803.6999999999987,1803.6999999999987
364,16.0,3.9,35,22.0,18.0,0,SP98,0,0,0,0.0,0,7252.2,1807.5999999999988,1807.5999999999988
365,15.4,4.5,52,22.0,26.0,0,SP98,0,0,0,0.0,0,7267.599999999999,1812.0999999999988,1812.0999999999988
366,16.6,4.1,48,25.5,30.0,sun ac,SP98,1,0,1,0.0,0,7284.2,1816.1999999999987,1816.1999999999987
367,15.4,5.0,48,25.5,31.0,ac,SP98,1,0,0,0.0,0,7299.599999999999,1821.1999999999987,1821.1999999999987
368,16.0,4.0,43,22.0,21.0,ac,SP98,1,0,0,0.0,0,7315.599999999999,1825.1999999999987,1825.1999999999987
369,15.4,4.5,42,22.0,30.0,0,SP98,0,0,0,0.0,0,7330.999999999999,1829.6999999999987,1829.6999999999987
370,16.0,3.6,43,22.0,19.0,0,SP98,0,0,0,0.0,0,7346.999999999999,1833.2999999999986,1833.2999999999986
371,20.9,4.1,33,22.0,21.0,0,SP98,0,0,0,0.0,0,7367.899999999999,1837.3999999999985,1837.3999999999985
372,32.1,3.9,47,22.0,26.0,0,SP98,0,0,0,0.0,0,7399.999999999999,1841.2999999999986,1841.2999999999986
373,15.3,6.6,16,24.0,27.0,ac,SP98,1,0,0,0.0,0,7415.299999999999,1847.8999999999985,1847.8999999999985
374,28.5,4.0,44,25.0,23.0,ac,SP98,1,0,0,0.0,0,7443.799999999999,1851.8999999999985,1851.8999999999985
375,11.9,3.7,33,25.0,19.0,0,SP98,0,0,0,0.0,0,7455.699999999999,1855.5999999999985,1855.5999999999985
376,14.5,4.3,36,25.0,22.0,0,SP98,0,0,0,0.0,0,7470.199999999999,1859.8999999999985,1859.8999999999985
377,16.6,4.1,49,22.0,26.0,sun,SP98,0,0,1,0.0,0,7486.799999999999,1863.9999999999984,1863.9999999999984
378,16.2,4.4,39,24.5,17.0,ac,SP98,1,0,0,0.0,0,7502.999999999999,1868.3999999999985,1868.3999999999985
379,16.7,3.8,44,24.5,23.0,sun,SP98,0,0,1,0.0,0,7519.699999999999,1872.1999999999985,1872.1999999999985
380,8.3,5.0,52,24.5,27.0,0,SP98,0,0,0,0.0,0,7527.999999999999,1877.1999999999985,1877.1999999999985
381,5.5,3.7,33,24.5,28.0,sun,SP98,0,0,1,0.0,0,7533.499999999999,1880.8999999999985,1880.8999999999985
382,13.6,3.7,33,24.5,28.0,sun,SP98,0,0,1,0.0,0,7547.099999999999,1884.5999999999985,1884.5999999999985
383,16.0,3.7,39,24.5,18.0,0,SP98,0,0,0,0.0,0,7563.099999999999,1888.2999999999986,1888.2999999999986
384,16.1,4.3,38,25.0,31.0,AC,SP98,1,0,0,0.0,0,7579.2,1892.5999999999985,1892.5999999999985
385,16.0,3.8,45,25.0,19.0,0,SP98,0,0,0,0.0,0,7595.2,1896.3999999999985,1896.3999999999985
386,15.4,4.6,42,25.0,31.0,AC,SP98,1,0,0,0.0,0,7610.599999999999,1900.9999999999984,1900.9999999999984
387,14.7,5.0,25,25.0,30.0,AC,SP98,1,0,0,0.0,0,7625.299999999999,1905.9999999999984,1905.9999999999984
