distance,consume,speed,temp_inside,temp_outside,gas_type,AC,rain,sun,refill liters,refill gas,snow,time,lkm
15.3,6.6,16,24.0,27,SP98,1,0,0,0.0,No,0,0.95625,43.14
28.5,4.0,44,25.0,23,SP98,1,0,0,0.0,No,0,0.6477272727272727,14.04
11.9,3.7,33,25.0,19,SP98,0,0,0,0.0,No,0,0.3606060606060606,31.09
14.5,4.3,36,25.0,22,SP98,0,0,0,0.0,No,0,0.4027777777777778,29.66
16.6,4.1,49,22.0,26,SP98,0,0,1,0.0,No,0,0.3387755102040816,24.7
16.2,4.4,39,24.5,17,SP98,1,0,0,0.0,No,0,0.4153846153846153,27.16
16.7,3.8,44,24.5,23,SP98,0,0,1,0.0,No,0,0.3795454545454545,22.75
8.3,5.0,52,24.5,27,SP98,0,0,0,0.0,No,0,0.1596153846153846,60.24
5.5,3.7,33,24.5,28,SP98,0,0,1,0.0,No,0,0.1666666666666666,67.27
13.6,3.7,33,24.5,28,SP98,0,0,1,0.0,No,0,0.4121212121212121,27.21
16.0,3.7,39,24.5,18,SP98,0,0,0,0.0,No,0,0.4102564102564102,23.12
16.1,4.3,38,25.0,31,SP98,1,0,0,0.0,No,0,0.4236842105263158,26.71
16.0,3.8,45,25.0,19,SP98,0,0,0,0.0,No,0,0.3555555555555555,23.75
15.4,4.6,42,25.0,31,SP98,1,0,0,0.0,No,0,0.3666666666666667,29.87
14.7,5.0,25,25.0,30,SP98,1,0,0,0.0,No,0,0.588,34.01
